Сегодня, 10.12.2021 19:24:10	C:\Users\IEUser\Desktop\out.zip\out\bit.074.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.074.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:10	C:\Users\IEUser\Desktop\out.zip\out\bit.074.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.074.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:10	C:\Users\IEUser\Desktop\out.zip\out\bit.073.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.073.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:10	C:\Users\IEUser\Desktop\out.zip\out\bit.073.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.073.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:09	C:\Users\IEUser\Desktop\out.zip\out\bit.072.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.072.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:09	C:\Users\IEUser\Desktop\out.zip\out\bit.072.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.072.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:09	C:\Users\IEUser\Desktop\out.zip\out\bit.071.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.071.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:09	C:\Users\IEUser\Desktop\out.zip\out\bit.071.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.071.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:09	C:\Users\IEUser\Desktop\out.zip\out\bit.070.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.070.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:09	C:\Users\IEUser\Desktop\out.zip\out\bit.070.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.070.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:08	C:\Users\IEUser\Desktop\out.zip\out\bit.069.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.069.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:08	C:\Users\IEUser\Desktop\out.zip\out\bit.069.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.069.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:08	C:\Users\IEUser\Desktop\out.zip\out\bit.068.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.068.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:08	C:\Users\IEUser\Desktop\out.zip\out\bit.068.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.068.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:08	C:\Users\IEUser\Desktop\out.zip\out\bit.067.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.067.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:08	C:\Users\IEUser\Desktop\out.zip\out\bit.067.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.067.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:07	C:\Users\IEUser\Desktop\out.zip\out\bit.066.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.066.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:07	C:\Users\IEUser\Desktop\out.zip\out\bit.066.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.066.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:07	C:\Users\IEUser\Desktop\out.zip\out\bit.065.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.065.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:07	C:\Users\IEUser\Desktop\out.zip\out\bit.065.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.065.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:06	C:\Users\IEUser\Desktop\out.zip\out\bit.064.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.064.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:06	C:\Users\IEUser\Desktop\out.zip\out\bit.064.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.064.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:06	C:\Users\IEUser\Desktop\out.zip\out\bit.063.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.063.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:06	C:\Users\IEUser\Desktop\out.zip\out\bit.063.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.063.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:06	C:\Users\IEUser\Desktop\out.zip\out\bit.062.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.062.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:06	C:\Users\IEUser\Desktop\out.zip\out\bit.062.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.062.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:05	C:\Users\IEUser\Desktop\out.zip\out\bit.061.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.061.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:05	C:\Users\IEUser\Desktop\out.zip\out\bit.061.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.061.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:05	C:\Users\IEUser\Desktop\out.zip\out\bit.060.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.060.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:05	C:\Users\IEUser\Desktop\out.zip\out\bit.060.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.060.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:05	C:\Users\IEUser\Desktop\out.zip\out\bit.059.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.059.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:05	C:\Users\IEUser\Desktop\out.zip\out\bit.059.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.059.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:04	C:\Users\IEUser\Desktop\out.zip\out\bit.058.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.058.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
