Сегодня, 10.12.2021 19:24:24	C:\Users\IEUser\Desktop\out.zip\out\bit.114.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.114.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:24	C:\Users\IEUser\Desktop\out.zip\out\bit.113.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.113.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:24	C:\Users\IEUser\Desktop\out.zip\out\bit.113.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.113.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:24	C:\Users\IEUser\Desktop\out.zip\out\bit.112.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.112.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:24	C:\Users\IEUser\Desktop\out.zip\out\bit.112.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.112.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:23	C:\Users\IEUser\Desktop\out.zip\out\bit.111.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.111.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:23	C:\Users\IEUser\Desktop\out.zip\out\bit.111.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.111.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:23	C:\Users\IEUser\Desktop\out.zip\out\bit.110.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.110.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:23	C:\Users\IEUser\Desktop\out.zip\out\bit.110.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.110.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:23	C:\Users\IEUser\Desktop\out.zip\out\bit.109.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.109.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:23	C:\Users\IEUser\Desktop\out.zip\out\bit.109.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.109.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:22	C:\Users\IEUser\Desktop\out.zip\out\bit.108.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.108.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:22	C:\Users\IEUser\Desktop\out.zip\out\bit.108.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.108.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:22	C:\Users\IEUser\Desktop\out.zip\out\bit.107.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.107.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:22	C:\Users\IEUser\Desktop\out.zip\out\bit.107.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.107.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:22	C:\Users\IEUser\Desktop\out.zip\out\bit.106.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.106.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:22	C:\Users\IEUser\Desktop\out.zip\out\bit.106.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.106.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:21	C:\Users\IEUser\Desktop\out.zip\out\bit.105.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.105.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:21	C:\Users\IEUser\Desktop\out.zip\out\bit.105.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.105.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:21	C:\Users\IEUser\Desktop\out.zip\out\bit.104.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.104.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:21	C:\Users\IEUser\Desktop\out.zip\out\bit.104.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.104.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:20	C:\Users\IEUser\Desktop\out.zip\out\bit.103.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.103.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:20	C:\Users\IEUser\Desktop\out.zip\out\bit.103.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.103.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:20	C:\Users\IEUser\Desktop\out.zip\out\bit.102.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.102.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:20	C:\Users\IEUser\Desktop\out.zip\out\bit.102.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.102.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:20	C:\Users\IEUser\Desktop\out.zip\out\bit.101.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.101.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:20	C:\Users\IEUser\Desktop\out.zip\out\bit.101.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.101.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:19	C:\Users\IEUser\Desktop\out.zip\out\bit.100.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.100.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:19	C:\Users\IEUser\Desktop\out.zip\out\bit.100.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.100.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:19	C:\Users\IEUser\Desktop\out.zip\out\bit.099.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.099.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:19	C:\Users\IEUser\Desktop\out.zip\out\bit.099.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.099.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:19	C:\Users\IEUser\Desktop\out.zip\out\bit.098.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.098.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:19	C:\Users\IEUser\Desktop\out.zip\out\bit.098.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.098.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:18	C:\Users\IEUser\Desktop\out.zip\out\bit.097.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.097.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:18	C:\Users\IEUser\Desktop\out.zip\out\bit.097.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.097.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:18	C:\Users\IEUser\Desktop\out.zip\out\bit.096.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.096.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:18	C:\Users\IEUser\Desktop\out.zip\out\bit.096.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.096.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:18	C:\Users\IEUser\Desktop\out.zip\out\bit.095.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.095.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:18	C:\Users\IEUser\Desktop\out.zip\out\bit.095.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.095.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:17	C:\Users\IEUser\Desktop\out.zip\out\bit.094.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.094.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:17	C:\Users\IEUser\Desktop\out.zip\out\bit.094.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.094.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:17	C:\Users\IEUser\Desktop\out.zip\out\bit.093.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.093.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:17	C:\Users\IEUser\Desktop\out.zip\out\bit.093.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.093.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:16	C:\Users\IEUser\Desktop\out.zip\out\bit.092.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.092.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:16	C:\Users\IEUser\Desktop\out.zip\out\bit.092.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.092.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:16	C:\Users\IEUser\Desktop\out.zip\out\bit.091.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.091.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:16	C:\Users\IEUser\Desktop\out.zip\out\bit.091.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.091.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:16	C:\Users\IEUser\Desktop\out.zip\out\bit.090.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.090.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:16	C:\Users\IEUser\Desktop\out.zip\out\bit.090.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.090.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:15	C:\Users\IEUser\Desktop\out.zip\out\bit.089.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.089.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:15	C:\Users\IEUser\Desktop\out.zip\out\bit.089.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.089.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:15	C:\Users\IEUser\Desktop\out.zip\out\bit.088.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.088.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:15	C:\Users\IEUser\Desktop\out.zip\out\bit.088.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.088.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:15	C:\Users\IEUser\Desktop\out.zip\out\bit.087.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.087.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:15	C:\Users\IEUser\Desktop\out.zip\out\bit.087.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.087.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:14	C:\Users\IEUser\Desktop\out.zip\out\bit.086.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.086.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:14	C:\Users\IEUser\Desktop\out.zip\out\bit.086.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.086.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:14	C:\Users\IEUser\Desktop\out.zip\out\bit.085.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.085.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:14	C:\Users\IEUser\Desktop\out.zip\out\bit.085.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.085.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:14	C:\Users\IEUser\Desktop\out.zip\out\bit.084.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.084.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:14	C:\Users\IEUser\Desktop\out.zip\out\bit.084.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.084.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:13	C:\Users\IEUser\Desktop\out.zip\out\bit.083.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.083.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:13	C:\Users\IEUser\Desktop\out.zip\out\bit.083.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.083.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:13	C:\Users\IEUser\Desktop\out.zip\out\bit.082.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.082.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:13	C:\Users\IEUser\Desktop\out.zip\out\bit.082.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.082.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:13	C:\Users\IEUser\Desktop\out.zip\out\bit.081.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.081.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:13	C:\Users\IEUser\Desktop\out.zip\out\bit.081.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.081.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:12	C:\Users\IEUser\Desktop\out.zip\out\bit.080.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.080.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:12	C:\Users\IEUser\Desktop\out.zip\out\bit.080.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.080.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:12	C:\Users\IEUser\Desktop\out.zip\out\bit.079.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.079.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:12	C:\Users\IEUser\Desktop\out.zip\out\bit.079.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.079.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:11	C:\Users\IEUser\Desktop\out.zip\out\bit.078.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.078.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:11	C:\Users\IEUser\Desktop\out.zip\out\bit.078.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.078.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:11	C:\Users\IEUser\Desktop\out.zip\out\bit.077.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.077.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:11	C:\Users\IEUser\Desktop\out.zip\out\bit.077.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.077.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:11	C:\Users\IEUser\Desktop\out.zip\out\bit.076.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.076.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:11	C:\Users\IEUser\Desktop\out.zip\out\bit.076.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.076.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:10	C:\Users\IEUser\Desktop\out.zip\out\bit.075.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.075.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:10	C:\Users\IEUser\Desktop\out.zip\out\bit.075.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.075.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
